"Time (s) Run #7","Voltage, Ch A (V) Run #7","Current, Ch D (A) Run #7","Charge (C) Run #7"
2.656,6.627,-0.036,
2.656,,,-0.09
2.656,6.630,-0.036,
2.656,,,-0.09
2.657,6.628,-0.036,
2.657,,,-0.09
2.657,6.632,-0.035,
2.657,,,-0.09
2.658,6.632,-0.036,
2.658,,,-0.09
2.658,6.633,-0.036,
2.658,,,-0.09
2.659,6.635,-0.035,
2.659,,,-0.09
2.659,6.635,-0.035,
2.659,,,-0.09
2.660,6.636,-0.036,
2.660,,,-0.09
2.660,6.635,-0.035,
2.660,,,-0.09
2.661,6.637,-0.035,
2.661,,,-0.09
2.661,6.638,-0.035,
2.661,,,-0.09
2.662,6.640,-0.035,
2.662,,,-0.09
2.662,6.643,-0.035,
2.662,,,-0.09
2.663,6.642,-0.035,
2.663,,,-0.09
2.663,6.643,-0.036,
2.663,,,-0.09
2.664,6.645,-0.035,
2.664,,,-0.09
2.664,6.645,-0.036,
2.664,,,-0.09
2.665,6.648,-0.036,
2.665,,,-0.09
2.665,6.648,-0.035,
2.665,,,-0.09
2.666,6.649,-0.036,
2.666,,,-0.09
2.666,6.651,-0.036,
2.666,,,-0.09
2.667,6.650,-0.036,
2.667,,,-0.09
2.667,6.652,-0.036,
2.667,,,-0.09
2.668,6.653,-0.036,
2.668,,,-0.09
2.668,6.654,-0.036,
2.668,,,-0.09
2.669,6.657,-0.036,
2.669,,,-0.09
2.669,6.657,-0.036,
2.669,,,-0.09
2.670,6.660,-0.036,
2.670,,,-0.09
2.670,6.658,-0.036,
2.670,,,-0.09
2.671,6.659,-0.036,
2.671,,,-0.09
2.671,6.661,-0.036,
2.671,,,-0.09
2.672,6.662,-0.035,
2.672,,,-0.09
2.672,6.663,-0.036,
2.672,,,-0.09
2.673,6.663,-0.036,
2.673,,,-0.09
2.673,6.664,-0.035,
2.673,,,-0.09
2.674,6.667,-0.035,
2.674,,,-0.09
2.674,6.668,-0.035,
2.674,,,-0.09
2.675,6.669,-0.035,
2.675,,,-0.09
2.675,6.669,-0.035,
2.675,,,-0.09
2.676,6.670,-0.035,
2.676,,,-0.09
2.676,6.671,-0.035,
2.676,,,-0.09
2.677,6.672,-0.035,
2.677,,,-0.09
2.677,6.673,-0.035,
2.677,,,-0.09
2.678,6.673,-0.035,
2.678,,,-0.09
2.678,6.674,-0.035,
2.678,,,-0.09
2.679,6.676,-0.035,
2.679,,,-0.09
2.679,6.676,-0.035,
2.679,,,-0.09
2.680,6.678,-0.036,
2.680,,,-0.09
2.680,6.679,-0.035,
2.680,,,-0.09
2.681,6.680,-0.035,
2.681,,,-0.09
2.681,6.682,-0.036,
2.681,,,-0.09
2.682,6.682,-0.035,
2.682,,,-0.09
2.682,6.684,-0.036,
2.682,,,-0.09
2.683,6.685,-0.035,
2.683,,,-0.09
2.683,6.685,-0.036,
2.683,,,-0.09
2.684,6.686,-0.036,
2.684,,,-0.09
2.684,6.689,-0.035,
2.684,,,-0.09
2.685,6.689,-0.036,
2.685,,,-0.09
2.685,6.690,-0.035,
2.685,,,-0.09
2.686,6.692,-0.036,
2.686,,,-0.09
2.686,6.692,-0.036,
2.686,,,-0.09
2.687,6.694,-0.035,
2.687,,,-0.09
2.687,6.694,-0.036,
2.687,,,-0.09
2.688,6.696,-0.035,
2.688,,,-0.09
2.688,6.696,-0.036,
2.688,,,-0.09
2.689,6.697,-0.035,
2.689,,,-0.09
2.689,6.698,-0.035,
2.689,,,-0.09
2.690,6.698,-0.035,
2.690,,,-0.09
2.690,6.701,-0.035,
2.690,,,-0.09
2.691,6.702,-0.035,
2.691,,,-0.09
2.691,6.701,-0.034,
2.691,,,-0.09
2.692,6.704,-0.035,
2.692,,,-0.09
2.692,6.704,-0.035,
2.692,,,-0.09
2.693,6.706,-0.035,
2.693,,,-0.09
2.693,6.706,-0.035,
2.693,,,-0.09
2.694,6.706,-0.035,
2.694,,,-0.09
2.694,6.707,-0.035,
2.694,,,-0.09
2.695,6.709,-0.035,
2.695,,,-0.09
2.695,6.710,-0.035,
2.695,,,-0.09
2.696,6.712,-0.035,
2.696,,,-0.09
2.696,6.713,-0.035,
2.696,,,-0.09
2.697,6.714,-0.035,
2.697,,,-0.09
2.697,6.714,-0.035,
2.697,,,-0.09
2.698,6.715,-0.035,
2.698,,,-0.09
2.698,6.717,-0.035,
2.698,,,-0.09
2.699,6.718,-0.035,
2.699,,,-0.09
2.699,6.720,-0.035,
2.699,,,-0.09
2.700,6.720,-0.035,
2.700,,,-0.09
2.700,6.721,-0.035,
2.700,,,-0.09
2.701,6.722,-0.035,
2.701,,,-0.09
2.701,6.723,-0.035,
2.701,,,-0.09
2.702,6.726,-0.035,
2.702,,,-0.09
2.702,6.724,-0.035,
2.702,,,-0.09
2.703,6.727,-0.035,
2.703,,,-0.09
2.703,6.728,-0.035,
2.703,,,-0.09
2.704,6.728,-0.035,
2.704,,,-0.09
2.704,6.730,-0.035,
2.704,,,-0.09
2.705,6.731,-0.035,
2.705,,,-0.09
2.705,6.732,-0.035,
2.705,,,-0.09
2.706,6.731,-0.035,
2.706,,,-0.09
2.706,6.732,-0.034,
2.706,,,-0.09
2.707,6.735,-0.035,
2.707,,,-0.09
2.707,6.735,-0.035,
2.707,,,-0.09
2.708,6.738,-0.035,
2.708,,,-0.09
2.708,6.737,-0.035,
2.708,,,-0.09
2.709,6.738,-0.034,
2.709,,,-0.09
2.709,6.740,-0.034,
2.709,,,-0.09
2.710,6.740,-0.034,
2.710,,,-0.09
2.710,6.741,-0.034,
2.710,,,-0.09
2.711,6.741,-0.034,
2.711,,,-0.09
2.711,6.743,-0.034,
2.711,,,-0.09
2.712,6.744,-0.034,
2.712,,,-0.09
2.712,6.746,-0.034,
2.712,,,-0.09
2.713,6.747,-0.034,
2.713,,,-0.09
2.713,6.747,-0.035,
2.713,,,-0.09
2.714,6.747,-0.035,
2.714,,,-0.09
2.714,6.750,-0.035,
2.714,,,-0.09
2.715,6.751,-0.035,
2.715,,,-0.09
2.715,6.751,-0.035,
2.715,,,-0.09
2.716,6.754,-0.035,
2.716,,,-0.09
2.716,6.753,-0.035,
2.716,,,-0.09
2.717,6.754,-0.035,
2.717,,,-0.09
2.717,6.754,-0.035,
2.717,,,-0.09
2.718,6.756,-0.035,
2.718,,,-0.09
2.718,6.758,-0.035,
2.718,,,-0.09
2.719,6.758,-0.035,
2.719,,,-0.09
2.719,6.761,-0.035,
2.719,,,-0.09
2.720,6.761,-0.035,
2.720,,,-0.09
2.720,6.762,-0.035,
2.720,,,-0.09
2.721,6.763,-0.035,
2.721,,,-0.09
2.721,6.763,-0.035,
2.721,,,-0.09
2.722,6.765,-0.034,
2.722,,,-0.09
2.722,6.767,-0.034,
2.722,,,-0.09
2.723,6.766,-0.035,
2.723,,,-0.09
2.723,6.768,-0.034,
2.723,,,-0.09
2.724,6.768,-0.035,
2.724,,,-0.09
2.724,6.769,-0.034,
2.724,,,-0.09
2.725,6.772,-0.034,
2.725,,,-0.09
2.725,6.772,-0.034,
2.725,,,-0.09
2.726,6.774,-0.034,
2.726,,,-0.09
2.726,6.775,-0.034,
2.726,,,-0.09
2.727,6.774,-0.034,
2.727,,,-0.09
2.727,6.775,-0.034,
2.727,,,-0.09
2.728,6.775,-0.034,
2.728,,,-0.09
2.728,6.777,-0.034,
2.728,,,-0.09
2.729,6.779,-0.034,
2.729,,,-0.09
2.729,6.779,-0.034,
2.729,,,-0.09
2.730,6.781,-0.034,
2.730,,,-0.09
2.730,6.783,-0.034,
2.730,,,-0.09
2.731,6.783,-0.034,
2.731,,,-0.09
2.731,6.783,-0.034,
2.731,,,-0.09
2.732,6.784,-0.035,
2.732,,,-0.09
2.732,6.786,-0.034,
2.732,,,-0.09
2.733,6.786,-0.034,
2.733,,,-0.09
2.733,6.788,-0.034,
2.733,,,-0.09
2.734,6.788,-0.035,
2.734,,,-0.09
2.734,6.790,-0.034,
2.734,,,-0.09
2.735,6.791,-0.034,
2.735,,,-0.09
2.735,6.792,-0.034,
2.735,,,-0.09
2.736,6.794,-0.035,
2.736,,,-0.09
2.736,6.794,-0.034,
2.736,,,-0.09
2.737,6.795,-0.035,
2.737,,,-0.09
2.737,6.796,-0.034,
2.737,,,-0.09
2.738,6.796,-0.034,
2.738,,,-0.09
2.738,6.798,-0.034,
2.738,,,-0.09
2.739,6.799,-0.034,
2.739,,,-0.09
2.739,6.800,-0.034,
2.739,,,-0.09
2.740,6.801,-0.034,
2.740,,,-0.09
2.740,6.801,-0.034,
2.740,,,-0.09
2.741,6.803,-0.034,
2.741,,,-0.09
2.741,6.803,-0.033,
2.741,,,-0.09
2.742,6.805,-0.034,
2.742,,,-0.09
2.742,6.806,-0.034,
2.742,,,-0.09
2.743,6.806,-0.034,
2.743,,,-0.09
2.743,6.808,-0.034,
2.743,,,-0.09
2.744,6.808,-0.034,
2.744,,,-0.09
2.744,6.808,-0.034,
2.744,,,-0.09
2.745,6.809,-0.034,
2.745,,,-0.09
2.745,6.811,-0.034,
2.745,,,-0.09
2.746,6.812,-0.034,
2.746,,,-0.09
2.746,6.813,-0.034,
2.746,,,-0.09
2.747,6.814,-0.034,
2.747,,,-0.09
2.747,6.815,-0.034,
2.747,,,-0.09
2.748,6.815,-0.034,
2.748,,,-0.09
2.748,6.817,-0.034,
2.748,,,-0.09
2.749,6.818,-0.034,
2.749,,,-0.09
2.749,6.819,-0.034,
2.749,,,-0.09
2.750,6.820,-0.034,
2.750,,,-0.09
2.750,6.821,-0.034,
2.750,,,-0.09
2.751,6.822,-0.034,
2.751,,,-0.09
2.751,6.823,-0.034,
2.751,,,-0.09
2.752,6.826,-0.034,
2.752,,,-0.09
2.752,6.826,-0.034,
2.752,,,-0.09
2.753,6.827,-0.034,
2.753,,,-0.09
2.753,6.829,-0.034,
2.753,,,-0.09
2.754,6.828,-0.034,
2.754,,,-0.09
2.754,6.831,-0.034,
2.754,,,-0.09
2.755,6.831,-0.034,
2.755,,,-0.09
2.755,6.832,-0.034,
2.755,,,-0.09
2.756,6.834,-0.034,
2.756,,,-0.09
2.756,6.834,-0.034,
2.756,,,-0.09
2.757,6.834,-0.034,
2.757,,,-0.09
2.757,6.835,-0.034,
2.757,,,-0.09
2.758,6.836,-0.033,
2.758,,,-0.09
2.758,6.838,-0.033,
2.758,,,-0.09
2.759,6.838,-0.033,
2.759,,,-0.09
2.759,6.840,-0.033,
2.759,,,-0.09
2.760,6.842,-0.033,
2.760,,,-0.09
2.760,6.841,-0.033,
2.760,,,-0.09
2.761,6.840,-0.033,
2.761,,,-0.09
2.761,6.843,-0.033,
2.761,,,-0.09
2.762,6.843,-0.033,
2.762,,,-0.09
2.762,6.845,-0.034,
2.762,,,-0.09
2.763,6.846,-0.033,
2.763,,,-0.09
2.763,6.848,-0.034,
2.763,,,-0.09
2.764,6.848,-0.034,
2.764,,,-0.09
2.764,6.849,-0.033,
2.764,,,-0.09
2.765,6.849,-0.034,
2.765,,,-0.09
2.765,6.851,-0.034,
2.765,,,-0.09
2.766,6.854,-0.034,
2.766,,,-0.09
2.766,6.854,-0.034,
2.766,,,-0.09
2.767,6.854,-0.034,
2.767,,,-0.09
2.767,6.855,-0.034,
2.767,,,-0.09
2.768,6.857,-0.034,
2.768,,,-0.09
2.768,6.857,-0.034,
2.768,,,-0.09
2.769,6.860,-0.034,
2.769,,,-0.09
2.769,6.861,-0.034,
2.769,,,-0.09
2.770,6.861,-0.034,
2.770,,,-0.09
2.770,6.862,-0.034,
2.770,,,-0.09
2.771,6.863,-0.034,
2.771,,,-0.09
2.771,6.864,-0.034,
2.771,,,-0.09
2.772,6.865,-0.034,
2.772,,,-0.09
2.772,6.867,-0.033,
2.772,,,-0.09
2.773,6.867,-0.034,
2.773,,,-0.09
2.773,6.868,-0.033,
2.773,,,-0.09
2.774,6.869,-0.033,
2.774,,,-0.09
2.774,6.870,-0.033,
2.774,,,-0.09
2.775,6.871,-0.033,
2.775,,,-0.09
2.775,6.874,-0.033,
2.775,,,-0.09
2.776,6.873,-0.033,
2.776,,,-0.09
2.776,6.876,-0.033,
2.776,,,-0.09
2.777,6.877,-0.033,
2.777,,,-0.09
2.777,6.875,-0.033,
2.777,,,-0.09
2.778,6.875,-0.033,
2.778,,,-0.09
2.778,6.877,-0.033,
2.778,,,-0.09
2.779,6.879,-0.033,
2.779,,,-0.09
2.779,6.881,-0.033,
2.779,,,-0.09
2.780,6.881,-0.033,
2.780,,,-0.09
2.780,6.882,-0.034,
2.780,,,-0.09
2.781,6.882,-0.033,
2.781,,,-0.09
2.781,6.883,-0.033,
2.781,,,-0.09
2.782,6.885,-0.033,
2.782,,,-0.09
2.782,6.886,-0.033,
2.782,,,-0.09
2.783,6.887,-0.033,
2.783,,,-0.09
2.783,6.887,-0.033,
2.783,,,-0.09
2.784,6.888,-0.034,
2.784,,,-0.09
2.784,6.890,-0.033,
2.784,,,-0.09
2.785,6.891,-0.033,
2.785,,,-0.09
2.785,6.893,-0.034,
2.785,,,-0.09
2.786,6.893,-0.034,
2.786,,,-0.09
2.786,6.895,-0.034,
2.786,,,-0.09
2.787,6.895,-0.034,
2.787,,,-0.09
2.787,6.895,-0.033,
2.787,,,-0.09
2.788,6.896,-0.034,
2.788,,,-0.09
2.788,6.897,-0.033,
2.788,,,-0.09
2.789,6.900,-0.033,
2.789,,,-0.09
2.789,6.900,-0.033,
2.789,,,-0.09
2.790,6.900,-0.033,
2.790,,,-0.09
2.790,6.902,-0.033,
2.790,,,-0.09
2.791,6.902,-0.033,
2.791,,,-0.09
2.791,6.903,-0.033,
2.791,,,-0.09
2.792,6.905,-0.033,
2.792,,,-0.09
2.792,6.906,-0.033,
2.792,,,-0.09
2.793,6.907,-0.033,
2.793,,,-0.09
2.793,6.907,-0.033,
2.793,,,-0.09
2.794,6.909,-0.033,
2.794,,,-0.09
2.794,6.907,-0.033,
2.794,,,-0.09
2.795,6.908,-0.033,
2.795,,,-0.09
2.795,6.910,-0.033,
2.795,,,-0.09
2.796,6.913,-0.033,
2.796,,,-0.09
2.796,6.912,-0.033,
2.796,,,-0.09
2.797,6.914,-0.033,
2.797,,,-0.09
2.797,6.914,-0.033,
2.797,,,-0.09
2.798,6.915,-0.033,
2.798,,,-0.09
2.798,6.916,-0.033,
2.798,,,-0.09
2.799,6.919,-0.033,
2.799,,,-0.09
2.799,6.918,-0.033,
2.799,,,-0.09
2.800,6.919,-0.033,
2.800,,,-0.09
2.800,6.921,-0.033,
2.800,,,-0.09
2.801,6.920,-0.033,
2.801,,,-0.09
2.801,6.923,-0.033,
2.801,,,-0.09
2.801,6.922,-0.033,
2.802,,,-0.09
2.802,6.926,-0.033,
2.802,,,-0.09
2.803,6.926,-0.033,
2.803,,,-0.09
2.803,6.926,-0.033,
2.803,,,-0.09
2.804,6.927,-0.033,
2.804,,,-0.09
2.804,6.928,-0.033,
2.804,,,-0.09
2.805,6.930,-0.033,
2.805,,,-0.09
2.805,6.931,-0.033,
2.805,,,-0.09
2.806,6.933,-0.033,
2.806,,,-0.09
2.806,6.933,-0.033,
2.806,,,-0.09
2.807,6.933,-0.033,
2.807,,,-0.09
2.807,6.934,-0.032,
2.807,,,-0.09
2.808,6.935,-0.032,
2.808,,,-0.09
2.808,6.937,-0.032,
2.808,,,-0.09
2.809,6.937,-0.033,
2.809,,,-0.09
2.809,6.939,-0.033,
2.809,,,-0.09
2.810,6.939,-0.032,
2.810,,,-0.09
2.810,6.939,-0.032,
2.810,,,-0.09
2.811,6.940,-0.032,
2.811,,,-0.09
2.811,6.941,-0.032,
2.811,,,-0.09
2.812,6.943,-0.032,
2.812,,,-0.09
2.812,6.944,-0.033,
2.812,,,-0.09
2.813,6.946,-0.033,
2.813,,,-0.09
2.813,6.946,-0.033,
2.813,,,-0.09
2.814,6.947,-0.032,
2.814,,,-0.09
2.814,6.949,-0.032,
2.814,,,-0.09
2.815,6.949,-0.033,
2.815,,,-0.09
2.815,6.950,-0.033,
2.815,,,-0.09
2.816,6.951,-0.033,
2.816,,,-0.09
2.816,6.951,-0.033,
2.816,,,-0.09
2.817,6.952,-0.033,
2.817,,,-0.09
2.817,6.954,-0.033,
2.817,,,-0.09
2.817,6.955,-0.033,
2.818,,,-0.09
2.818,6.956,-0.033,
2.818,,,-0.09
2.819,6.956,-0.033,
2.819,,,-0.09
2.819,6.959,-0.033,
2.819,,,-0.09
2.820,6.959,-0.033,
2.820,,,-0.09
2.820,6.959,-0.033,
2.820,,,-0.09
2.821,6.960,-0.033,
2.821,,,-0.09
2.821,6.961,-0.033,
2.821,,,-0.09
2.822,6.963,-0.032,
2.822,,,-0.09
2.822,6.964,-0.033,
2.822,,,-0.09
2.823,6.965,-0.032,
2.823,,,-0.09
2.823,6.966,-0.033,
2.823,,,-0.09
2.824,6.966,-0.032,
2.824,,,-0.09
2.824,6.967,-0.032,
2.824,,,-0.09
2.825,6.968,-0.032,
2.825,,,-0.09
2.825,6.969,-0.032,
2.825,,,-0.09
2.826,6.971,-0.032,
2.826,,,-0.09
2.826,6.971,-0.032,
2.826,,,-0.09
2.827,6.972,-0.032,
2.827,,,-0.09
2.827,6.972,-0.032,
2.827,,,-0.09
2.828,6.972,-0.032,
2.828,,,-0.09
2.828,6.973,-0.032,
2.828,,,-0.09
2.829,6.975,-0.032,
2.829,,,-0.09
2.829,6.977,-0.032,
2.829,,,-0.09
2.830,6.977,-0.032,
2.830,,,-0.09
2.830,6.978,-0.033,
2.830,,,-0.09
2.831,6.978,-0.032,
2.831,,,-0.09
2.831,6.980,-0.032,
2.831,,,-0.09
2.832,6.982,-0.032,
2.832,,,-0.09
2.832,6.981,-0.032,
2.832,,,-0.09
2.833,6.983,-0.033,
2.833,,,-0.09
2.833,6.985,-0.032,
2.833,,,-0.09
2.833,6.985,-0.033,
2.834,,,-0.09
2.834,6.986,-0.032,
2.834,,,-0.09
2.835,6.986,-0.033,
2.835,,,-0.09
2.835,6.988,-0.033,
2.835,,,-0.09
2.836,6.989,-0.033,
2.836,,,-0.09
2.836,6.991,-0.033,
2.836,,,-0.09
2.837,6.992,-0.033,
2.837,,,-0.09
2.837,6.991,-0.032,
2.837,,,-0.09
2.838,6.991,-0.032,
2.838,,,-0.09
2.838,6.992,-0.032,
2.838,,,-0.10
2.839,6.994,-0.032,
2.839,,,-0.10
2.839,6.996,-0.032,
2.839,,,-0.10
2.840,6.996,-0.032,
2.840,,,-0.10
2.840,6.997,-0.032,
2.840,,,-0.10
2.841,6.998,-0.032,
2.841,,,-0.10
2.841,6.999,-0.032,
2.841,,,-0.10
2.842,7.000,-0.032,
2.842,,,-0.10
2.842,7.000,-0.032,
2.842,,,-0.10
2.843,7.003,-0.032,
2.843,,,-0.10
2.843,7.003,-0.032,
2.843,,,-0.10
2.844,7.003,-0.032,
2.844,,,-0.10
2.844,7.004,-0.032,
2.844,,,-0.10
2.845,7.004,-0.032,
2.845,,,-0.10
2.845,7.006,-0.032,
2.845,,,-0.10
2.846,7.008,-0.032,
2.846,,,-0.10
2.846,7.008,-0.032,
2.846,,,-0.10
2.847,7.009,-0.032,
2.847,,,-0.10
2.847,7.010,-0.032,
2.847,,,-0.10
2.848,7.011,-0.032,
2.848,,,-0.10
2.848,7.013,-0.032,
2.848,,,-0.10
2.849,7.013,-0.032,
2.849,,,-0.10
2.849,7.015,-0.032,
2.849,,,-0.10
2.850,7.014,-0.032,
2.850,,,-0.10
2.850,7.016,-0.032,
2.850,,,-0.10
2.851,7.017,-0.032,
2.851,,,-0.10
2.851,7.017,-0.032,
2.851,,,-0.10
2.852,7.019,-0.032,
2.852,,,-0.10
2.852,7.020,-0.032,
2.852,,,-0.10
2.853,7.022,-0.032,
2.853,,,-0.10
2.853,7.022,-0.032,
2.853,,,-0.10
2.854,7.023,-0.032,
2.854,,,-0.10
2.854,7.022,-0.032,
2.854,,,-0.10
2.855,7.025,-0.032,
2.855,,,-0.10
2.855,7.026,-0.032,
2.855,,,-0.10
2.856,7.027,-0.032,
2.856,,,-0.10
2.856,7.027,-0.032,
2.856,,,-0.10
2.857,7.029,-0.032,
2.857,,,-0.10
2.857,7.029,-0.032,
2.857,,,-0.10
2.858,7.030,-0.031,
2.858,,,-0.10
2.858,7.031,-0.031,
2.858,,,-0.10
2.859,7.031,-0.031,
2.859,,,-0.10
2.859,7.032,-0.032,
2.859,,,-0.10
2.860,7.034,-0.031,
2.860,,,-0.10
2.860,7.033,-0.031,
2.860,,,-0.10
2.861,7.035,-0.031,
2.861,,,-0.10
2.861,7.034,-0.031,
2.861,,,-0.10
2.862,7.038,-0.032,
2.862,,,-0.10
2.862,7.036,-0.031,
2.862,,,-0.10
2.863,7.040,-0.031,
2.863,,,-0.10
2.863,7.040,-0.032,
2.863,,,-0.10
2.864,7.040,-0.032,
2.864,,,-0.10
2.864,7.041,-0.032,
2.864,,,-0.10
2.865,7.042,-0.032,
2.865,,,-0.10
2.865,7.045,-0.032,
2.865,,,-0.10
2.866,7.044,-0.032,
2.866,,,-0.10
2.866,7.045,-0.032,
2.866,,,-0.10
2.867,7.046,-0.032,
2.867,,,-0.10
2.867,7.047,-0.032,
2.867,,,-0.10
2.868,7.047,-0.032,
2.868,,,-0.10
2.868,7.049,-0.032,
2.868,,,-0.10
2.869,7.051,-0.032,
2.869,,,-0.10
2.869,7.052,-0.032,
2.869,,,-0.10
2.870,7.053,-0.032,
2.870,,,-0.10
2.870,7.052,-0.032,
2.870,,,-0.10
2.871,7.054,-0.032,
2.871,,,-0.10
2.871,7.054,-0.032,
2.871,,,-0.10
2.872,7.056,-0.032,
2.872,,,-0.10
2.872,7.056,-0.031,
2.872,,,-0.10
2.873,7.057,-0.032,
2.873,,,-0.10
2.873,7.059,-0.031,
2.873,,,-0.10
2.874,7.059,-0.031,
2.874,,,-0.10
2.874,7.062,-0.032,
2.874,,,-0.10
2.875,7.061,-0.031,
2.875,,,-0.10
2.875,7.062,-0.031,
2.875,,,-0.10
2.876,7.064,-0.031,
2.876,,,-0.10
2.876,7.063,-0.031,
2.876,,,-0.10
2.877,7.065,-0.031,
2.877,,,-0.10
2.877,7.065,-0.031,
2.877,,,-0.10
2.878,7.065,-0.031,
2.878,,,-0.10
2.878,7.068,-0.031,
2.878,,,-0.10
2.879,7.067,-0.031,
2.879,,,-0.10
2.879,7.069,-0.032,
2.879,,,-0.10
2.880,7.070,-0.031,
2.880,,,-0.10
2.880,7.070,-0.031,
2.880,,,-0.10
2.881,7.072,-0.032,
2.881,,,-0.10
2.881,7.072,-0.031,
2.881,,,-0.10
2.882,7.075,-0.031,
2.882,,,-0.10
2.882,7.074,-0.032,
2.882,,,-0.10
2.883,7.075,-0.031,
2.883,,,-0.10
2.883,7.077,-0.032,
2.883,,,-0.10
2.884,7.077,-0.032,
2.884,,,-0.10
2.884,7.077,-0.032,
2.884,,,-0.10
2.885,7.080,-0.032,
2.885,,,-0.10
2.885,7.080,-0.032,
2.885,,,-0.10
2.886,7.083,-0.032,
2.886,,,-0.10
2.886,7.083,-0.032,
2.886,,,-0.10
2.887,7.083,-0.032,
2.887,,,-0.10
2.887,7.084,-0.032,
2.887,,,-0.10
2.888,7.084,-0.032,
2.888,,,-0.10
2.888,7.087,-0.031,
2.888,,,-0.10
2.889,7.087,-0.031,
2.889,,,-0.10
2.889,7.087,-0.032,
2.889,,,-0.10
2.890,7.089,-0.031,
2.890,,,-0.10
2.890,7.088,-0.031,
2.890,,,-0.10
2.891,7.090,-0.031,
2.891,,,-0.10
2.891,7.090,-0.031,
2.891,,,-0.10
2.892,7.093,-0.031,
2.892,,,-0.10
2.892,7.094,-0.031,
2.892,,,-0.10
2.893,7.093,-0.031,
2.893,,,-0.10
2.893,7.095,-0.031,
2.893,,,-0.10
2.894,7.094,-0.031,
2.894,,,-0.10
2.894,7.096,-0.031,
2.894,,,-0.10
2.894,7.097,-0.031,
2.895,,,-0.10
2.895,7.098,-0.031,
2.895,,,-0.10
2.896,7.099,-0.031,
2.896,,,-0.10
2.896,7.101,-0.031,
2.896,,,-0.10
2.897,7.100,-0.031,
2.897,,,-0.10
2.897,7.101,-0.031,
2.897,,,-0.10
2.898,7.102,-0.031,
2.898,,,-0.10
2.898,7.105,-0.031,
2.898,,,-0.10
2.899,7.105,-0.032,
2.899,,,-0.10
2.899,7.106,-0.031,
2.899,,,-0.10
2.900,7.108,-0.031,
2.900,,,-0.10
2.900,7.107,-0.031,
2.900,,,-0.10
2.901,7.108,-0.031,
2.901,,,-0.10
2.901,7.109,-0.031,
2.901,,,-0.10
2.902,7.111,-0.031,
2.902,,,-0.10
2.902,7.112,-0.031,
2.902,,,-0.10
2.903,7.113,-0.031,
2.903,,,-0.10
2.903,7.115,-0.031,
2.903,,,-0.10
2.904,7.115,-0.031,
2.904,,,-0.10
2.904,7.115,-0.031,
2.904,,,-0.10
2.905,7.116,-0.031,
2.905,,,-0.10
2.905,7.118,-0.031,
2.905,,,-0.10
2.906,7.118,-0.031,
2.906,,,-0.10
2.906,7.119,-0.031,
2.906,,,-0.10
2.907,7.119,-0.031,
2.907,,,-0.10
2.907,7.122,-0.031,
2.907,,,-0.10
2.908,7.121,-0.031,
2.908,,,-0.10
2.908,7.123,-0.030,
2.908,,,-0.10
2.909,7.124,-0.030,
2.909,,,-0.10
2.909,7.124,-0.031,
2.909,,,-0.10
2.910,7.126,-0.031,
2.910,,,-0.10
2.910,7.124,-0.031,
2.910,,,-0.10
2.910,7.126,-0.031,
2.911,,,-0.10
2.911,7.126,-0.031,
2.911,,,-0.10
2.912,7.128,-0.031,
2.912,,,-0.10
2.912,7.129,-0.031,
2.912,,,-0.10
2.913,7.130,-0.031,
2.913,,,-0.10
2.913,7.131,-0.031,
2.913,,,-0.10
2.914,7.134,-0.030,
2.914,,,-0.10
2.914,7.131,-0.031,
2.914,,,-0.10
2.915,7.134,-0.031,
2.915,,,-0.10
2.915,7.133,-0.031,
2.915,,,-0.10
2.916,7.136,-0.031,
2.916,,,-0.10
2.916,7.137,-0.031,
2.916,,,-0.10
2.917,7.137,-0.031,
2.917,,,-0.10
2.917,7.139,-0.031,
2.917,,,-0.10
2.918,7.138,-0.031,
2.918,,,-0.10
2.918,7.140,-0.031,
2.918,,,-0.10
2.919,7.141,-0.031,
2.919,,,-0.10
2.919,7.143,-0.031,
2.919,,,-0.10
2.920,7.144,-0.031,
2.920,,,-0.10
2.920,7.144,-0.031,
2.920,,,-0.10
2.921,7.145,-0.031,
2.921,,,-0.10
2.921,7.145,-0.031,
2.921,,,-0.10
2.922,7.147,-0.031,
2.922,,,-0.10
2.922,7.147,-0.031,
2.922,,,-0.10
2.923,7.149,-0.031,
2.923,,,-0.10
2.923,7.150,-0.030,
2.923,,,-0.10
2.924,7.151,-0.030,
2.924,,,-0.10
2.924,7.151,-0.030,
2.924,,,-0.10
2.925,7.151,-0.030,
2.925,,,-0.10
2.925,7.154,-0.030,
2.925,,,-0.10
2.926,7.154,-0.030,
2.926,,,-0.10
2.926,7.156,-0.030,
2.926,,,-0.10
2.926,7.155,-0.030,
2.927,,,-0.10
2.927,7.156,-0.030,
2.927,,,-0.10
2.928,7.156,-0.030,
2.928,,,-0.10
2.928,7.157,-0.030,
2.928,,,-0.10
2.929,7.158,-0.031,
2.929,,,-0.10
2.929,7.159,-0.031,
2.929,,,-0.10
2.930,7.161,-0.030,
2.930,,,-0.10
2.930,7.162,-0.030,
2.930,,,-0.10
2.931,7.162,-0.031,
2.931,,,-0.10
2.931,7.163,-0.031,
2.931,,,-0.10
2.932,7.164,-0.031,
2.932,,,-0.10
2.932,7.165,-0.030,
2.932,,,-0.10
2.933,7.165,-0.031,
2.933,,,-0.10
2.933,7.167,-0.031,
2.933,,,-0.10
2.934,7.167,-0.031,
2.934,,,-0.10
2.934,7.169,-0.031,
